kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"403821","032","03212","521114","03212WA","2378","EBA","1","A","0","00000001","0152","2",05/08/2022,227000
"403835","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0151","2",10/08/2022,124697251
"427511","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0154","2",30/08/2022,2283
"427511","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0154","2",30/08/2022,103571
"403836","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0152","2",01/09/2022,147105300
"403822","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0152","2",01/09/2022,2139980
"403836","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0152","2",01/09/2022,11414840
"403821","032","03212","522141","03212WA","2378","EBA","1","A","0","00000001","0152","2",06/09/2022,4156950
"403821","032","03212","522141","03212WA","2378","EBA","1","A","0","00000001","0152","2",30/09/2022,16604800
"403821","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0152","2",30/09/2022,18421200
"626402","032","03212","523121","03212WA","2378","EBA","1","A","0","00000001","0151","2",28/09/2022,9164900
"626402","032","03212","511151","03212WA","2378","EBA","1","A","0","00000001","0151","2",01/10/2022,15880000
"626402","032","03212","521811","03212WA","4345","EBC","1","A","0","00000001","0151","2",10/10/2022,1950000
"427511","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0154","2",17/10/2022,28722714
"626402","032","03212","523199","03212WA","2378","EBA","1","A","0","00000001","0151","2",19/10/2022,3000000
"626402","032","03212","524114","03212WA","2378","EBA","1","A","0","00000001","0151","2",20/10/2022,1960000
"403835","032","03212","521219","03212WA","2378","EBD","2","A","0","00000001","0151","2",09/11/2022,1800000
"403835","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0151","2",28/10/2022,2250200
"427511","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0154","2",28/10/2022,3010000
"403822","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0152","2",07/11/2022,118818862
"626402","032","03212","511119","03212WA","2378","EBA","1","A","0","00000001","0151","2",15/11/2022,250
"427511","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0154","2",11/11/2022,22852000
"403822","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0152","2",01/12/2022,2151020
"403822","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0152","2",01/12/2022,1457
"403835","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0151","2",01/12/2022,540000
"626402","032","03212","522191","03212WA","2378","EBA","1","A","0","00000001","0151","2",09/12/2022,4500000
"403821","032","03212","524113","03212WA","2378","EBA","1","A","0","00000001","0152","2",14/12/2022,1050000
"403821","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0152","2",16/12/2022,187199100
"626402","032","03212","524114","03212DL","2375","AFA","1","D","0","00000001","0151","2",27/12/2022,6085000
"403821","032","03212","524111","03212WA","2378","EBD","1","A","0","00000001","0152","2",29/12/2022,1274000
"626402","032","03212","521241","03212WA","2378","EBA","1","A","0","00000001","0151","7",30/12/2022,-259817
"239260","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","1753","2",17/03/2022,63936000
"238010","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","1753","2",14/03/2022,18271600
"238010","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","1753","2",04/04/2022,235488000
"238010","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","1753","2",25/05/2022,900000
"239260","032","03212","511628","03212WA","2378","EBA","2","A","0","00000001","1753","2",24/05/2022,2812000
"238010","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1753","2",27/05/2022,20000000
"239260","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1753","2",08/06/2022,154690
"238010","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","1753","2",01/07/2022,6460285
"238010","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1753","2",01/07/2022,55300000
"239260","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","1753","2",11/07/2022,53400000
"239260","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","1753","2",15/07/2022,49552000
"239260","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","1753","2",27/06/2022,42437240
"238010","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1753","2",30/06/2022,16940000
"239260","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","1753","2",03/08/2022,6000000
"238010","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","1753","2",04/10/2022,207029337
"238010","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","1753","2",05/12/2022,49508000
"238010","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","1753","2",05/12/2022,21200000
"238010","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","1753","2",15/12/2022,10034500
"403833","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","3102","2",01/06/2022,758
"403833","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","3102","2",01/03/2022,10860000
"403833","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","3102","2",25/08/2022,2993896
"403833","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","3102","2",01/09/2022,545000
