kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"403820","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","2007","2",27/04/2022,1000000
"403820","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","2007","2",27/04/2022,680000
"403820","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2007","2",20/04/2022,2824380
"403820","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2007","2",14/04/2022,777411
"352595","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2007","2",16/06/2022,546596
"403820","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2007","2",09/06/2022,365000
"403820","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2007","2",14/06/2022,9522201
"239188","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0354","2",31/01/2022,39670
"239188","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0354","2",01/03/2022,253960000
"237373","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0354","2",01/03/2022,13858000
"237373","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0354","2",01/03/2022,4215000
"237373","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0354","2",15/02/2022,147555
"237373","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0354","2",15/02/2022,136620000
"239188","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0354","2",15/02/2022,4623000
"239188","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0354","2",10/03/2022,229
"239188","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0354","2",18/03/2022,1501911
"237373","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0354","2",01/04/2022,129580000
"237373","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0354","2",12/04/2022,6391000
"239188","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0354","2",20/04/2022,1260000
"237373","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0354","2",19/04/2022,3386
"239188","032","03212","521241","03212DL","2375","SCC","2","A","0","00000001","0354","2",13/04/2022,12495000
"237373","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0354","2",01/05/2022,3459
"239188","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0354","2",01/05/2022,6070000
"239188","032","03212","521211","03212DL","2375","DDA","2","A","0","00000001","0354","2",27/04/2022,1500000
"239188","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0354","2",24/05/2022,11935500
"237373","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0354","2",27/05/2022,1620000
